"","Score","Label","NMDS1","NMDS2"
"1","sites","1",-0.688704752081036,-0.10418866322851
"2","sites","2",0.137118449783019,-0.148409218206154
"3","sites","3",0.176821208977009,-0.196213856923874
"4","sites","4",0.176960645045572,-0.00917069478506986
"5","sites","5",0.451887697222013,0.0168031693994044
"6","sites","6",0.365681789688051,-0.303592258749898
"7","sites","7",0.245301475390392,-0.0224053922968181
"8","sites","8",0.14781171778462,-0.0306167990494434
"9","sites","9",-0.282110029514262,0.280473288056373
"10","sites","10",-0.0618429935048327,-0.373299809715749
"11","sites","11",0.135699875686586,0.103819693916244
"12","sites","12",0.257940744207479,0.0375892563749689
"13","sites","13",0.229428583146557,0.148373338795834
"14","sites","14",0.0385857492671602,0.0711160283342542
"15","sites","15",-0.0617440321650543,-0.0930727104951276
"16","sites","16",0.0179129648959367,0.113947953474486
"17","sites","17",0.189613796408912,-0.240488472631496
"18","sites","18",-0.0731448457133107,0.286176334445209
"19","sites","19",0.308945649366367,-0.000239616463414655
"20","sites","20",0.612182106586905,-0.173084157687172
"21","sites","21",0.0298597043749253,0.0998159878897305
"22","sites","22",0.0442094058874779,-0.15552587539786
"23","sites","23",-0.126430054846857,-0.355679634656323
"24","sites","24",0.316252884128838,0.335000101057435
"25","sites","25",0.00528208551747588,-0.0362278100528406
"26","sites","26",-0.339639324104134,0.216411967877318
"27","sites","27",0.179373360801927,0.216164419172203
"28","sites","28",-0.036696841966528,0.309489127086902
"29","sites","29",-0.0372227575399134,-0.226957155123186
"30","sites","30",-0.0398717430518597,0.10708052848941
"31","sites","31",0.306780812412778,0.353765743117141
"32","sites","32",0.177619262344442,0.116489659017059
"33","sites","33",-0.13312802258999,0.217504879848889
"34","sites","34",0.11009272595997,-0.0889102568632935
"35","sites","35",-0.254298434859414,-0.211634348923771
"36","sites","36",0.0718135508146698,-0.266375600478594
"37","sites","37",-0.703659841790274,-0.0150186120638797
"38","sites","38",0.0166637235546069,0.109622326573186
"39","sites","39",-0.184096241234987,0.0846269699298446
"40","sites","40",0.109870572786008,0.349275903931853
"41","sites","41",-0.530287488256147,0.13668732883126
"42","sites","42",0.17930945971019,-0.223415189008431
"43","sites","43",-0.0898054266564065,-0.184808540245643
"44","sites","44",0.265562238395949,-0.00158648271015679
"45","sites","45",0.113724779464366,0.00101933976329499
"46","sites","46",0.0408554034277981,0.173916331521773
"47","sites","47",0.513663247785236,0.09535666598189
"48","sites","48",-0.548996117366048,-0.691649850578459
"49","sites","49",-0.631109730517658,-0.0810242282538266
"50","sites","50",-0.0578041361828441,-0.301916202925821
"51","sites","51",-0.418857742419493,0.205095356828047
"52","sites","52",-0.34989163738449,0.18051674845
"53","sites","53",0.204059645543631,0.276685288280991
"54","sites","54",0.162806532360129,-0.196390390090333
"55","sites","55",0.89251938264003,0.460647976247255
"56","sites","56",-0.207537969803806,0.0988927879266322
"57","sites","57",-0.475388229780643,-0.0394416946019027
"58","sites","58",0.588861703067584,-0.414519631044233
"59","sites","59",0.334772165716164,0.110833777017358
"60","sites","60",-0.518330614449422,-0.235918560693414
"61","sites","61",-0.288336314770336,0.153592583280498
"62","sites","62",0.196763535602153,-0.0164356468924117
"63","sites","63",-0.172957365193477,0.01483789798564
"64","sites","64",0.191419817455166,0.253808937414049
"65","sites","65",-0.359212121569608,-0.1475986713014
"66","sites","66",-0.356187916457677,0.128785994843389
"67","sites","67",-0.0922427068238276,-0.331390096802509
"68","sites","68",0.294182184219482,0.263207395494682
"69","sites","69",0.222523027873872,-0.100217908546076
"70","sites","70",-0.448442420374593,-0.327045237931149
"71","sites","71",0.166526061741018,-0.0766800262545004
"72","sites","72",-0.255752596957231,0.0106666793485834
"73","sites","73",-0.0486547499426398,-0.265483134839037
"74","sites","74",-0.165462965514667,-0.253249750494135
"75","sites","75",-0.0822789788134311,-0.117443355592522
"76","sites","76",0.0847017431454594,-0.139491796663712
"77","sites","77",0.327222696148874,0.177395974310376
"78","sites","78",0.102797200052569,0.0633002774096245
"79","sites","79",-0.276248102700699,0.0806944845712731
"80","sites","80",-0.231509325498652,0.161762538340277
"81","sites","81",-0.0214158446790384,0.99189764807706
"82","sites","82",0.31364362799016,-0.315173970195108
"83","sites","83",0.115512350886953,-0.482533118684862
"84","sites","84",0.361341251548429,0.0796575710825014
"85","sites","85",0.151589176783038,-0.223975770916105
"86","sites","86",-0.0727710243834259,0.0370930062473091
"87","sites","87",0.204644246061358,0.139082521540355
"88","sites","88",0.323327908256352,0.247808069342646
"89","sites","89",0.302417004897911,-0.153309971008639
"90","sites","90",-0.253654377951738,0.331217167257155
"91","sites","91",0.318214321255239,0.0903528592533595
"92","sites","92",0.674641486300982,0.217323662490599
"93","sites","93",-0.401243123216031,0.121226488120531
"94","sites","94",0.254525285505462,-0.150264860219791
"95","sites","95",-0.472935144530139,-0.0597621285389414
"96","sites","96",0.336189094891968,0.204344907473695
"97","sites","97",0.0616834454771382,0.17773862415156
"98","sites","98",-0.0622905461836735,-0.249852220768523
"99","sites","99",-0.334791110085152,0.0981322694524465
"100","sites","100",0.045841416335524,-0.279702430970265
"101","sites","101",0.484987174717071,0.0175135032590645
"102","sites","102",0.0365714890198597,0.147871475862248
"103","sites","103",0.146542060615581,0.159796987527948
"104","sites","104",-0.0933959482669272,0.175650195615646
"105","sites","105",0.476166378667518,0.0380703867233402
"106","sites","106",-0.42640087280246,-0.183542320423131
"107","sites","107",-0.347649542272463,0.30865186517915
"108","sites","108",-0.63063343675345,0.0366178297425455
"109","sites","109",0.121550099431311,-0.294854468478094
"110","sites","110",0.195871804508614,-0.104964501941641
"111","sites","111",0.520237540644925,0.355362642163972
"112","sites","112",-0.29672638259523,0.00300828401559899
"113","sites","113",-0.316021959430116,0.243487690640509
"114","sites","114",0.089904691153915,-0.372532861695276
"115","sites","115",0.0979971235793057,-0.393674633588183
"116","sites","116",-0.628096908504644,-0.232341657488463
"117","sites","117",-0.679694083543428,-0.273980351148629
"118","sites","118",-0.517849017783241,0.0171263033250647
"119","sites","119",-0.0159870451876361,0.144061696559223
"120","sites","120",-0.561149394668222,-0.715078468420927
